total_registros_2024,comparacoes_validas,registros_meta_atingida,registros_meta_nao_atingida,percentual_meta_atingida,percentual_meta_nao_atingida,registros_sem_meta,registros_sem_resultado,media_resultado,media_meta,media_gap_para_meta
5352,5232,2788,2444,53.29,46.71,120,0,63.040000000,62.150000000,5.270000000
